timestamp,alpha,beta,theta,alpha_apen,beta_apen,theta_apen
2025-06-07T13:32:50.870554,0.24993859373825306,0.38018070794505965,0.3698806983166872,0,0,0
2025-06-07T13:32:50.871560,0.2529957674381053,0.37741696657828305,0.36958726598361163,0,0,0
2025-06-07T13:32:50.872450,0.2562345526355208,0.37463644537344265,0.3691290019910365,0,0,0
2025-06-07T13:32:50.872450,0.2595598018399571,0.371726785496464,0.36871341266357893,0,0,0
2025-06-07T13:32:50.873452,0.2630776145098792,0.3688650310058414,0.3680573544842794,0,0,0
2025-06-07T13:32:50.874450,0.266889716678548,0.3660126540499979,0.36709762927145406,0,0,0
2025-06-07T13:32:50.875453,0.2705762647366971,0.3631216786196625,0.3663020566436404,0,0,0
2025-06-07T13:32:50.876450,0.2743675162021823,0.3602203908142157,0.365412092983602,0,0,0
2025-06-07T13:32:50.877450,0.27817831699937834,0.35735077374779095,0.3644709092528307,0,0,0
2025-06-07T13:32:50.877450,0.28211346857055625,0.35443764985831117,0.36344888157113264,0,0,0
2025-06-07T13:32:50.878457,0.28615012238521303,0.351522040476482,0.3623278371383049,0.0,0.0,0.09445795818770109
2025-06-07T13:32:50.880958,0.29016326233122103,0.3486336367086684,0.3612031009601105,0.0,0.0,0.0872711684141928
2025-06-07T13:32:50.881966,0.2939819891731763,0.3458211105575992,0.3601969002692245,0.0,0.0,0.08104879404719179
2025-06-07T13:32:50.882965,0.29818528238180836,0.3429210545627737,0.3588936630554179,0.0,0.0,0.06857974880916229
2025-06-07T13:32:50.884966,0.30237328891090587,0.3400952798467241,0.35753143124237013,0.09902102579427789,0.0,0.06481897309284301
2025-06-07T13:32:50.886967,0.3069201352265141,0.3373187851777013,0.3557610795957846,0.06663941752492213,0.0,0.10761774247335607
2025-06-07T13:32:50.887966,0.31130460271955485,0.33455425169522446,0.3541411455852208,0.05830949033430685,0.17328679513998632,0.08332098430816826
2025-06-07T13:32:50.889469,0.3155968544637014,0.3318136550137166,0.352589490522582,0.11684021435102754,0.0029813610890307984,0.06659010170389068
2025-06-07T13:32:50.890474,0.31985723407489086,0.3290897118052409,0.3510530541198682,0.017011043695714934,0.0026500987458049075,0.05389100402295954
2025-06-07T13:32:50.891473,0.324025766925365,0.32639529224352726,0.3495789408311077,0.002371140983088882,0.002371140983088882,0.05311293469180489
2025-06-07T13:32:50.893474,0.3283007408580996,0.3237500730491779,0.34794918609272263,0.002371140983088882,0.002371140983088882,0.06133878797360259
2025-06-07T13:32:50.895478,0.33257384787372646,0.32114904660729443,0.34627710551897917,0.002371140983088882,0.002371140983088882,0.02485735741781614
2025-06-07T13:32:50.896475,0.3368391482666842,0.31859629851736093,0.3445645532159548,0.002371140983088882,0.002371140983088882,0.028069674051348636
2025-06-07T13:32:50.898473,0.3410904879341448,0.3160962548232597,0.34281325724259554,0.002371140983088882,0.002371140983088882,0.08505019780448952
2025-06-07T13:32:50.899475,0.345339037229161,0.31364286935491437,0.3410180934159247,0.002371140983088882,0.002371140983088882,0.08826251443802191
2025-06-07T13:32:50.901473,0.34954284914219674,0.311262216624179,0.3391949342336241,0.002371140983088882,0.002371140983088882,0.08183788117095692
2025-06-07T13:32:50.902473,0.3531900974806585,0.30880733829238705,0.3380025642269544,0.002371140983088882,0.002371140983088882,0.08183788117095703
2025-06-07T13:32:50.903478,0.3571817696081425,0.30635116860687633,0.33646706178498115,0.002371140983088882,0.002371140983088882,0.15480074228253016
2025-06-07T13:32:50.905473,0.36088591668287334,0.30418549655325894,0.3349285867638677,0.002371140983088882,0.002371140983088882,0.07220093127035954
2025-06-07T13:32:50.906474,0.3649308651343685,0.3019476985165647,0.33312143634906677,0.002371140983088882,0.002371140983088882,0.06898861463682704
2025-06-07T13:32:50.908474,0.36859898693896165,0.29986268057200005,0.33153833248903825,0.002371140983088882,0.002371140983088882,0.002371140983088882
2025-06-07T13:32:50.909475,0.3724683715163741,0.29804524607355026,0.32948638241007566,0.002371140983088882,0.002371140983088882,0.005583457616621268
2025-06-07T13:32:50.910474,0.3766960398932169,0.2961508163179655,0.3271531437888176,0.002371140983088882,0.002371140983088882,0.008795774250153654
2025-06-07T13:32:50.912473,0.3805632631230561,0.2944048378056388,0.32503189907130503,0.002371140983088882,0.002371140983088882,0.012008090883686151
2025-06-07T13:32:50.914476,0.3841797734887634,0.2928792062735297,0.32294102023770677,0.002371140983088882,0.005583457616621268,0.015220407517218648
2025-06-07T13:32:50.915569,0.3870494733333809,0.2910721629007303,0.3218783637658888,0.002371140983088882,0.012008090883686151,0.018432724150751145
2025-06-07T13:32:50.917473,0.39070600634501995,0.29011979750923,0.3191741961457501,0.002371140983088882,0.015220407517218648,0.02164504078428353
2025-06-07T13:32:50.918474,0.39342638230550697,0.2890016429048961,0.31757197478959687,0.002371140983088882,0.015220407517218648,0.02485735741781614
2025-06-07T13:32:50.919474,0.3963720688603473,0.2880694937076385,0.3155584374320141,0.002371140983088882,0.0645511046071352,0.09782021852938927
2025-06-07T13:32:50.921474,0.39964023035570767,0.2873718703538261,0.31298789929046616,0.002371140983088882,0.05311293469180489,0.17399539627449512
2025-06-07T13:32:50.923473,0.40244075378759303,0.28666980059287345,0.3108894456195336,0.002371140983088882,0.051246135754051236,0.15801305891606265
2025-06-07T13:32:50.924475,0.40578609186116904,0.286377368219383,0.307836539919448,0.07862556453742453,0.051246135754051236,0.16122537554959504
2025-06-07T13:32:50.926474,0.4088306346112373,0.286371987389558,0.30479737799920464,0.07541324790389192,0.07491937826609729,0.16443769218312754
2025-06-07T13:32:50.927474,0.4106662948001211,0.2861640023562225,0.3031697028436563,0.15480074228253005,0.17353920011230928,0.1676500088166602
